AppID:3202002020144, AppVersion: 3.2.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19214a42212becb1dc285  
AppID:3202102022978, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19217a42212becb1dc378  
AppID:3202009021676, AppVersion: 1.0.15, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19351a42212becb1dcb8b  
AppID:111477000364, AppVersion: 3.0.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19352a42212becb1dccfb  
AppID:111477000389, AppVersion: 3.0.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19354a42212becb1dcdde  
AppID:3202009021771, AppVersion: 1.5.0, CertStep: Verification ModelStatus: Dropped,ObjectID: 60d19356a42212becb1dcfe6  
AppID:3202012022474, AppVersion: 1.0.10, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19362a42212becb1dd854  
AppID:3201506003168, AppVersion: 5.4.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19364a42212becb1dd9a1  
AppID:111477000384, AppVersion: 3.0.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19366a42212becb1dda67  
AppID:3201701011591, AppVersion: 2.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19367a42212becb1ddb1d  
AppID:3201606009909, AppVersion: 3.3.2, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d1936aa42212becb1ddd04  
AppID:3202005020823, AppVersion: 1.0.8, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19502a42212becb1deecd  
AppID:3201909019084, AppVersion: 2.0.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19504a42212becb1df0bf  
AppID:3202010022000, AppVersion: 6.1.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19505a42212becb1df14e  
AppID:3201910019417, AppVersion: 3.1.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19509a42212becb1df5eb  
AppID:3201503001600, AppVersion: 7.0.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d1950ea42212becb1df98e  
AppID:3201802015702, AppVersion: 12.7.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d1950ea42212becb1df9ea  
AppID:111199001027, AppVersion: 4.0.0, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19510a42212becb1dfb4e  
AppID:111477000722, AppVersion: 2.0.1, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19515a42212becb1dff2a  
AppID:3202009021726, AppVersion: 3.1.0, CertStep: Verification ModelStatus: Testing,ObjectID: 60d19517a42212becb1e0083  
AppID:3202007021410, AppVersion: 1.0.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19732a42212becb1e2977  
AppID:3202010021927, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19737a42212becb1e2d9a  
AppID:3202009021682, AppVersion: 5.10.200, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19739a42212becb1e2f78  
AppID:3202005020776, AppVersion: 1.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d1973ba42212becb1e304c  
AppID:3202007021163, AppVersion: 1.0.19, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19746a42212becb1e3c02  
AppID:3202007021180, AppVersion: 6.9.6, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d1974ba42212becb1e3f02  
AppID:3201810017091, AppVersion: 1.1.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d1974fa42212becb1e4070  
AppID:3201708014673, AppVersion: 7.0.0, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19750a42212becb1e4144  
AppID:3201606009806, AppVersion: 3.1.3, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19752a42212becb1e4217  
AppID:3201912019842, AppVersion: 6.1.5, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19760a42212becb1e4812  
AppID:3201908018977, AppVersion: 3.22.2, CertStep: SP Review ModelStatus: No Data,ObjectID: 60d19762a42212becb1e48c9  
AppID:3202009021746, AppVersion: 1.6.1, CertStep: Verification ModelStatus: Request Test,ObjectID: 60d19764a42212becb1e49f6  
